responden_id,pandangan_tentang_selingkuh,religiusitas_pribadi,toleransi_selingkuh,nilai_kesetiaan
2762,manusiawi,rendah,rendah,lemah
2763,salah_total,tinggi,nol,kuat
2764,salah_total,rendah,rendah,kuat
2765,manusiawi,rendah,nol,kuat
2766,salah_total,rendah,nol,lemah
2767,salah_total,tinggi,tinggi,lemah
2768,manusiawi,rendah,rendah,kuat
2769,salah_total,rendah,rendah,lemah
2770,salah_total,tinggi,nol,kuat
2771,salah_total,rendah,nol,kuat
2772,salah_total,rendah,nol,lemah
2773,manusiawi,rendah,tinggi,kuat
2774,salah_total,tinggi,nol,lemah
2775,salah_total,tinggi,nol,kuat
2776,manusiawi,tinggi,nol,kuat
2777,manusiawi,rendah,nol,kuat
2778,manusiawi,tinggi,nol,lemah
2779,manusiawi,tinggi,rendah,kuat
2780,salah_total,rendah,nol,kuat
2781,manusiawi,tinggi,rendah,kuat
2782,manusiawi,tinggi,nol,kuat
2783,manusiawi,tinggi,nol,kuat
2784,salah_total,tinggi,nol,kuat
2785,salah_total,tinggi,rendah,kuat
2786,salah_total,tinggi,rendah,kuat
2787,manusiawi,tinggi,rendah,kuat
2788,salah_total,tinggi,rendah,kuat
2789,manusiawi,rendah,nol,kuat
2790,salah_total,rendah,nol,kuat
2791,salah_total,tinggi,nol,lemah
2792,manusiawi,tinggi,nol,kuat
2793,salah_total,rendah,rendah,lemah
2794,salah_total,tinggi,nol,lemah
2795,manusiawi,tinggi,nol,lemah
2796,manusiawi,rendah,nol,lemah
2797,salah_total,tinggi,nol,kuat
2798,manusiawi,tinggi,rendah,kuat
2799,salah_total,rendah,nol,kuat
2800,salah_total,rendah,nol,lemah
2801,salah_total,tinggi,tinggi,kuat
2802,salah_total,tinggi,tinggi,lemah
2803,salah_total,tinggi,tinggi,kuat
2804,salah_total,rendah,nol,lemah
2805,salah_total,rendah,rendah,lemah
2806,salah_total,tinggi,nol,kuat
2807,salah_total,tinggi,nol,lemah
2808,salah_total,tinggi,rendah,kuat
2809,salah_total,rendah,rendah,lemah
2810,salah_total,tinggi,nol,lemah
2811,salah_total,tinggi,rendah,lemah
2812,salah_total,tinggi,rendah,kuat
2813,salah_total,tinggi,rendah,kuat
2814,manusiawi,tinggi,tinggi,lemah
2815,salah_total,tinggi,rendah,lemah
2816,salah_total,rendah,nol,kuat
2817,salah_total,rendah,nol,kuat
2818,salah_total,tinggi,nol,kuat
2819,salah_total,rendah,nol,kuat
2820,manusiawi,tinggi,rendah,lemah
2821,salah_total,tinggi,nol,kuat
2822,salah_total,tinggi,rendah,kuat
2823,salah_total,rendah,rendah,lemah
2824,salah_total,rendah,nol,kuat
2825,salah_total,rendah,nol,kuat
2826,salah_total,tinggi,nol,kuat
2827,manusiawi,rendah,nol,kuat
2828,manusiawi,rendah,nol,kuat
2829,manusiawi,rendah,rendah,lemah
2830,salah_total,tinggi,nol,kuat
2831,salah_total,tinggi,nol,kuat
2832,salah_total,tinggi,nol,lemah
2833,manusiawi,rendah,nol,lemah
2834,salah_total,tinggi,rendah,kuat
2835,salah_total,tinggi,rendah,kuat
2836,salah_total,rendah,nol,lemah
2837,salah_total,rendah,tinggi,kuat
2838,manusiawi,rendah,rendah,kuat
2839,salah_total,rendah,nol,kuat
2840,salah_total,tinggi,nol,lemah
2841,manusiawi,tinggi,nol,lemah
2842,manusiawi,rendah,nol,kuat
2843,manusiawi,tinggi,rendah,kuat
2844,salah_total,tinggi,nol,lemah
2845,salah_total,rendah,tinggi,kuat
2846,salah_total,rendah,nol,lemah
2847,salah_total,tinggi,tinggi,kuat
2848,manusiawi,tinggi,rendah,kuat
2849,manusiawi,rendah,nol,kuat
2850,salah_total,tinggi,nol,kuat
2851,salah_total,tinggi,rendah,kuat
2852,manusiawi,tinggi,nol,kuat
2853,salah_total,tinggi,nol,kuat
2854,salah_total,tinggi,tinggi,kuat
2855,manusiawi,tinggi,tinggi,kuat
2856,salah_total,tinggi,rendah,kuat
2857,manusiawi,rendah,rendah,kuat
2858,manusiawi,tinggi,nol,kuat
2859,manusiawi,rendah,nol,lemah
2860,salah_total,tinggi,rendah,lemah
2861,manusiawi,rendah,nol,kuat
2862,salah_total,rendah,nol,kuat
2863,salah_total,rendah,rendah,kuat
2864,salah_total,tinggi,nol,kuat
2865,salah_total,tinggi,rendah,lemah
2866,manusiawi,tinggi,nol,lemah
2867,manusiawi,tinggi,nol,kuat
2868,salah_total,tinggi,rendah,kuat
2869,salah_total,tinggi,rendah,kuat
2870,salah_total,tinggi,nol,kuat
2871,salah_total,tinggi,tinggi,kuat
2872,salah_total,rendah,nol,lemah
2873,salah_total,tinggi,nol,kuat
2874,manusiawi,tinggi,nol,lemah
2875,salah_total,tinggi,nol,lemah
2876,salah_total,rendah,nol,kuat
2877,manusiawi,rendah,rendah,kuat
2878,salah_total,tinggi,rendah,lemah
2879,manusiawi,rendah,tinggi,kuat
2880,manusiawi,tinggi,tinggi,kuat
2881,salah_total,rendah,tinggi,lemah
2882,salah_total,tinggi,rendah,kuat
2883,salah_total,tinggi,nol,kuat
2884,salah_total,rendah,nol,kuat
2885,manusiawi,rendah,nol,lemah
2886,salah_total,rendah,nol,lemah
2887,salah_total,tinggi,rendah,kuat
2888,manusiawi,tinggi,rendah,kuat
2889,salah_total,tinggi,nol,kuat
2890,manusiawi,rendah,tinggi,lemah
2891,salah_total,rendah,rendah,lemah
2892,salah_total,tinggi,nol,kuat
2893,salah_total,rendah,nol,lemah
2894,manusiawi,rendah,nol,lemah
2895,manusiawi,tinggi,nol,kuat
2896,salah_total,tinggi,tinggi,lemah
2897,salah_total,rendah,rendah,kuat
2898,manusiawi,rendah,nol,lemah
2899,manusiawi,tinggi,nol,kuat
2900,manusiawi,tinggi,rendah,kuat
2901,manusiawi,rendah,tinggi,lemah
2902,manusiawi,rendah,nol,kuat
2903,salah_total,tinggi,nol,lemah
2904,salah_total,tinggi,tinggi,kuat
2905,salah_total,rendah,rendah,kuat
2906,manusiawi,tinggi,tinggi,kuat
2907,manusiawi,tinggi,nol,kuat
2908,salah_total,rendah,rendah,kuat
2909,salah_total,tinggi,nol,kuat
2910,salah_total,tinggi,rendah,kuat
2911,manusiawi,rendah,nol,kuat
2912,salah_total,rendah,rendah,kuat
2913,manusiawi,tinggi,nol,kuat
2914,salah_total,tinggi,rendah,kuat
2915,manusiawi,rendah,rendah,kuat
2916,salah_total,tinggi,tinggi,kuat
2917,salah_total,rendah,rendah,kuat
2918,salah_total,tinggi,nol,lemah
2919,salah_total,tinggi,rendah,kuat
2920,salah_total,rendah,nol,lemah
2921,salah_total,rendah,rendah,lemah
2922,manusiawi,tinggi,rendah,lemah
2923,salah_total,tinggi,nol,kuat
2924,salah_total,tinggi,tinggi,kuat
2925,manusiawi,tinggi,nol,lemah
2926,salah_total,tinggi,nol,kuat
2927,manusiawi,tinggi,nol,kuat
2928,manusiawi,rendah,nol,lemah
2929,manusiawi,tinggi,nol,kuat
2930,salah_total,tinggi,nol,kuat
2931,manusiawi,rendah,nol,lemah
2932,manusiawi,rendah,rendah,lemah
2933,salah_total,rendah,nol,kuat
2934,salah_total,rendah,rendah,kuat
2935,salah_total,tinggi,nol,kuat
2936,salah_total,rendah,tinggi,lemah
2937,salah_total,tinggi,tinggi,lemah
2938,salah_total,rendah,nol,kuat
2939,salah_total,tinggi,rendah,kuat
2940,salah_total,tinggi,rendah,kuat
2941,salah_total,rendah,nol,lemah
2942,salah_total,tinggi,nol,kuat
2943,manusiawi,tinggi,rendah,kuat
2944,salah_total,tinggi,nol,kuat
2945,manusiawi,tinggi,tinggi,lemah
2946,salah_total,tinggi,tinggi,lemah
2947,salah_total,tinggi,nol,kuat
2948,manusiawi,rendah,rendah,kuat
2949,salah_total,tinggi,nol,kuat
2950,salah_total,rendah,tinggi,kuat
2951,salah_total,tinggi,rendah,kuat
2952,salah_total,rendah,rendah,lemah
2953,manusiawi,rendah,rendah,kuat
2954,salah_total,tinggi,nol,lemah
2955,manusiawi,rendah,tinggi,lemah
2956,salah_total,rendah,nol,kuat
2957,salah_total,tinggi,nol,kuat
2958,manusiawi,tinggi,nol,lemah
2959,salah_total,tinggi,nol,kuat
2960,salah_total,rendah,nol,kuat
2961,salah_total,tinggi,nol,kuat
2962,salah_total,tinggi,nol,kuat
2963,manusiawi,tinggi,nol,kuat
2964,salah_total,tinggi,nol,kuat
2965,salah_total,tinggi,nol,kuat
2966,manusiawi,tinggi,tinggi,kuat
2967,salah_total,tinggi,rendah,lemah
2968,manusiawi,tinggi,nol,kuat
2969,salah_total,rendah,nol,kuat
2970,manusiawi,rendah,tinggi,kuat
2971,salah_total,rendah,nol,kuat
2972,manusiawi,tinggi,nol,kuat
2973,salah_total,rendah,tinggi,lemah
2974,salah_total,rendah,nol,kuat
2975,salah_total,tinggi,rendah,kuat
2976,salah_total,rendah,nol,kuat
2977,salah_total,tinggi,tinggi,kuat
2978,salah_total,tinggi,nol,kuat
2979,manusiawi,tinggi,tinggi,kuat
2980,salah_total,rendah,rendah,kuat
2981,manusiawi,rendah,nol,lemah
2982,salah_total,tinggi,rendah,lemah
2983,salah_total,tinggi,tinggi,kuat
2984,salah_total,tinggi,nol,lemah
2985,salah_total,tinggi,tinggi,kuat
2986,salah_total,rendah,nol,kuat
2987,manusiawi,tinggi,nol,kuat
2988,manusiawi,tinggi,nol,kuat
2989,salah_total,rendah,tinggi,lemah
2990,salah_total,tinggi,tinggi,kuat
2991,salah_total,rendah,tinggi,kuat
2992,salah_total,rendah,nol,lemah
2993,salah_total,rendah,tinggi,kuat
2994,manusiawi,rendah,nol,kuat
2995,manusiawi,tinggi,nol,kuat
2996,manusiawi,tinggi,nol,kuat
2997,salah_total,rendah,tinggi,lemah
2998,salah_total,tinggi,rendah,kuat
2999,salah_total,tinggi,nol,kuat
3000,salah_total,rendah,rendah,lemah
